Date,ticker,Open,Close,High,Low,Volume,value,end,SMA_10,EMA_10,SMA_50,EMA_50,MACD_signal,MACD_diff,ATR_14,OBV,VWAP,rolling_std_20,Williams_%R_hourly,Price_deviation_SMA50_hourly,HourlyReturn,Momentum_5_hourly,RollingVol_10_hourly,RelativeVolume_hourly,RSI
2025-04-14 21:00:00,MOEX,192.05,192.86,193.12,191.71,194790.0,37471346.3,2025-04-14 21:59:59,,192.86,,192.86,0.0,0.0,,0.0,,,,,,,,,
2025-04-14 22:00:00,MOEX,192.87,192.97,193.11,192.63,159830.0,30835826.9,2025-04-14 22:59:59,,192.88,,192.8643137254902,0.0017549857549852277,0.007019943019940911,,159830.0,,,,,0.057036192056414414,,,,
2025-04-14 23:00:00,MOEX,192.97,193.18,193.18,192.88,72080.0,13910211.299999995,2025-04-14 23:59:54,,192.93454545454543,,192.87669357939257,0.007864390711108627,0.024437619824493592,,231910.0,,,,,0.10882520599058143,,,,
2025-04-15 06:00:00,MOEX,193.18,193.18,193.18,193.18,890.0,171930.2,2025-04-15 06:59:59,,192.97917355371897,,192.88858794882816,0.016364871623042065,0.034001923647733745,,231910.0,,,,,0.0,,,,
2025-04-15 07:00:00,MOEX,193.18,193.14,193.69,192.48,86110.0,16618010.800000006,2025-04-15 07:59:59,,193.00841472577005,,192.89844724495256,0.02524294787457575,0.03551230500613474,,145800.0,,,,,-0.020706077233678677,,,,
2025-04-15 08:00:00,MOEX,193.14,192.12,193.16,192.0,152270.0,29301460.3,2025-04-15 08:59:59,,192.84688477563003,,192.86791990201326,0.017561252084472338,-0.030726783160413655,,-6470.0,,,,,-0.5281143212177652,-0.7400000000000091,,,
2025-04-15 09:00:00,MOEX,192.13,193.53,194.0,192.13,326530.0,63142477.500000015,2025-04-15 09:59:59,,192.97108754369728,,192.8938838274245,0.022358600031432193,0.01918939178783941,,320060.0,,,,,0.7339163023110551,0.5600000000000023,,,
2025-04-15 10:00:00,MOEX,193.64,193.12,193.99,193.03,329930.0,63873620.59999999,2025-04-15 10:59:59,,192.9981625357523,,192.90275112830983,0.028133815613450252,0.023100862328072225,,-9870.0,,,,,-0.2118534594119703,-0.060000000000002274,,,
2025-04-15 11:00:00,MOEX,193.14,192.55,193.38,192.32,325010.0,62626181.6,2025-04-15 11:59:59,,192.91667843834279,,192.88891775072906,0.025061053590092683,-0.012291048093430276,,-334880.0,,,,,-0.2951532725766315,-0.6299999999999955,,,
2025-04-15 12:00:00,MOEX,192.58,192.22,193.09,192.1,375200.0,72255527.2,2025-04-15 12:59:59,192.887,192.79000963137136,,192.86268568207302,0.011281553404841816,-0.05511800074100347,,-710080.0,,,,,-0.17138405608932983,-0.9199999999999875,,,
