Date,ticker,Open,Close,High,Low,Volume,value,end,SMA_10,EMA_10,SMA_50,EMA_50,MACD_signal,MACD_diff,ATR_14,OBV,VWAP,rolling_std_20,Williams_%R_hourly,Price_deviation_SMA50_hourly,HourlyReturn,Momentum_5_hourly,RollingVol_10_hourly,RelativeVolume_hourly,RSI
2025-04-17 22:00:00,MGNT,4534.0,4542.0,4548.0,4528.0,10610.0,48133535.5,2025-04-17 22:59:59,,4542.0,,4542.0,0.0,0.0,,0.0,,,,,,,,,
2025-04-17 23:00:00,MGNT,4542.0,4550.0,4554.5,4536.5,7559.0,34358663.5,2025-04-17 23:59:55,,4543.454545454545,,4542.313725490196,0.1276353276354712,0.5105413105418848,,7559.0,,,,,0.1761338617349173,,,,
2025-04-18 06:00:00,MGNT,4510.5,4510.5,4510.5,4510.5,583.0,2629621.5,2025-04-18 06:59:59,,4537.462809917355,,4541.066128412149,-0.30191118578553866,-1.7181860536840396,,6976.0,,,,,-0.8681318681318717,,,,
2025-04-18 07:00:00,MGNT,4514.0,4485.5,4514.0,4472.5,29189.0,131099794.0,2025-04-18 07:59:59,,4528.015026296018,,4538.887064552849,-1.4563432269470213,-4.61772816464593,,-22213.0,,,,,-0.5542622769094341,,,,
2025-04-18 08:00:00,MGNT,4485.5,4495.5,4499.5,4481.0,5432.0,24404695.5,2025-04-18 08:59:59,,4522.103203333105,,4537.185611040973,-2.841738777977169,-5.541582204120589,,-16781.0,,,,,0.22294058633374192,,,,
2025-04-18 09:00:00,MGNT,4497.0,4490.0,4509.5,4484.0,14026.0,63106389.0,2025-04-18 09:59:59,,4516.26625727254,,4535.3351949217185,-4.380545448693453,-6.155226682865135,,-30807.0,,,,,-0.12234456678901218,-52.0,,,
2025-04-18 10:00:00,MGNT,4490.0,4498.5,4519.0,4485.5,17616.0,79305296.5,2025-04-18 10:59:59,,4513.036028677533,,4533.890677473808,-5.789243763942022,-5.634793260994275,,-13191.0,,,,,0.18930957683742644,-51.5,,,
2025-04-18 11:00:00,MGNT,4499.0,4499.5,4504.0,4487.5,13814.0,62103846.5,2025-04-18 11:59:59,,4510.574932554345,,4532.5420234552275,-7.013397115616098,-4.896613406696306,,623.0,,,,,0.022229632099590724,-11.0,,,
2025-04-18 12:00:00,MGNT,4500.0,4495.5,4517.5,4490.0,18750.0,84450809.0,2025-04-18 12:59:59,,4507.834035726281,,4531.089395084435,-8.105541830966148,-4.368578861400193,,-18127.0,,,,,-0.08889876652961037,10.0,,,
2025-04-18 13:00:00,MGNT,4496.0,4473.0,4509.5,4464.0,50237.0,225364837.0,2025-04-18 13:59:59,4504.0,4501.500574685139,,4528.811379590928,-9.398194249397456,-5.170609673725231,,-68364.0,,,,,-0.5005005005005003,-22.5,,,
2025-04-18 14:00:00,MGNT,4471.0,4496.0,4515.5,4460.0,30432.0,136710117.5,2025-04-18 14:59:59,4499.4,4500.500470196932,,4527.524658822656,-10.360386083154145,-3.848767335026759,,-37932.0,,,,,0.5141962888441709,6.0,0.423453129655409,,
2025-04-18 15:00:00,MGNT,4497.0,4506.0,4512.5,4480.0,17342.0,78017884.0,2025-04-18 15:59:59,4495.0,4501.50038470658,,4526.6805545551015,-10.881854363531698,-2.0858731215102075,,-20590.0,,,,,0.22241992882561235,7.5,0.42705578475489825,,
2025-04-18 16:00:00,MGNT,4506.0,4513.0,4541.0,4500.5,29720.0,134336046.5,2025-04-18 16:59:59,4495.25,4503.591223850838,,4526.144062219608,-10.963266570994243,-0.3256488298501736,,9130.0,,,,,0.15534842432312068,13.5,0.33404086339980565,,
2025-04-18 17:00:00,MGNT,4514.0,4506.0,4517.0,4500.5,12079.0,54483268.0,2025-04-18 17:59:59,4497.3,4504.029183150686,,4525.35409899531,-10.851285804338904,0.4479230666213603,30.785714285714285,-2949.0,,,-51.32275132275132,,-0.1551074673166397,10.5,0.2789552004363563,,
2025-04-18 18:00:00,MGNT,4506.5,4498.0,4508.0,4495.5,9149.0,41177179.5,2025-04-18 18:48:13,4497.55,4502.932968032379,,4524.281389230788,-10.72686333727617,0.4976898682509425,30.25,-12098.0,,,-59.78835978835979,,-0.1775410563692903,25.0,0.27947083420246127,,37.70949720670391
2025-04-18 19:00:00,MGNT,4498.0,4501.5,4504.0,4483.0,9337.0,41943217.5,2025-04-18 19:59:59,4498.7,4502.672428390128,,4523.388001417816,-10.520875937548203,0.8239495989118719,30.464285714285715,-2761.0,,,-48.76543209876543,,0.0778123610493564,5.5,0.27641544828928943,,36.10315186246418
2025-04-18 20:00:00,MGNT,4503.0,4492.0,4505.0,4490.0,4804.0,21609835.0,2025-04-18 20:59:59,4498.05,4500.73198686465,,4522.157099401431,-10.40215116522375,0.4748990892978142,28.714285714285715,-7565.0,,,-60.49382716049383,,-0.2110407641897183,-14.0,0.279101970485926,,43.59861591695502
2025-04-18 21:00:00,MGNT,4492.5,4485.0,4493.0,4484.0,3441.0,15443546.5,2025-04-18 21:59:59,4496.6,4497.871625616532,,4520.699958248434,-10.432316970983033,-0.12066322303713228,26.392857142857142,-11006.0,,,-69.1358024691358,,-0.1558325912733749,-28.0,0.28218905044518605,,49.80237154150198
2025-04-18 22:00:00,MGNT,4485.0,4481.0,4491.5,4476.0,4807.0,21550146.0,2025-04-18 22:59:59,4495.15,4494.804057322616,,4519.143097140653,-10.594263468410823,-0.64778598971116,26.178571428571427,-15813.0,,,-74.07407407407408,,-0.08918617614269708,-25.0,0.28219551373816143,,43.983402489626556
