Date,ticker,Open,Close,High,Low,Volume,value,end,SMA_10,EMA_10,SMA_50,EMA_50,MACD_signal,MACD_diff,ATR_14,OBV,VWAP,rolling_std_20,Williams_%R_hourly,Price_deviation_SMA50_hourly,HourlyReturn,Momentum_5_hourly,RollingVol_10_hourly,RelativeVolume_hourly,RSI
2025-04-14 21:00:00,SBER,295.69,296.92,296.98,295.19,1031200.0,305401409.1,2025-04-14 21:59:59,,296.92,,296.92,0.0,0.0,,0.0,,,,,,,,,
2025-04-14 22:00:00,SBER,296.93,296.24,296.95,296.0,475930.0,141022212.89999998,2025-04-14 22:59:59,,296.79636363636365,,296.8933333333334,-0.01084900284899959,-0.04339601139599836,,-475930.0,,,,,-0.22901791728412446,,,,
2025-04-14 23:00:00,SBER,296.21,296.5,296.55,295.8,737850.0,218471973.0,2025-04-14 23:59:54,,296.742479338843,,296.87790849673206,-0.023756352627003707,-0.05162939911201647,,261920.0,,,,,0.08776667566836593,,,,
2025-04-15 06:00:00,SBER,296.51,296.51,296.51,296.51,12380.0,3670793.8,2025-04-15 06:59:59,,296.70021036814427,,296.8634807125465,-0.03706352008695148,-0.05322866983979111,,274300.0,,,,,0.00337268128161039,,,,
2025-04-15 07:00:00,SBER,296.51,296.87,296.96,296.5,446470.0,132490319.8,2025-04-15 07:59:59,,296.73108121029986,,296.86373637087803,-0.044095636813840426,-0.02812846690755578,,720770.0,,,,,0.12141243128394041,,,,
2025-04-15 08:00:00,SBER,296.86,295.8,296.86,295.6,831460.0,246302275.20000005,2025-04-15 08:59:59,,296.56179371751807,,296.8220212190789,-0.0637967603256393,-0.07880449404719547,,-110690.0,,,,,-0.3604271229831202,-1.1200000000000045,,,
2025-04-15 09:00:00,SBER,295.82,298.2,299.05,295.8,2876700.0,857053824.8000003,2025-04-15 09:59:59,,296.85964940524207,,296.87605960264443,-0.05196980238957458,0.04730783174425888,,2766010.0,,,,,0.8113590263691517,1.9599999999999795,,,
2025-04-15 10:00:00,SBER,298.2,298.81,300.45,298.02,5003770.0,1498657895.9,2025-04-15 10:59:59,,297.21425860428894,,296.95190040254073,-0.011150999056311834,0.163275213333051,,7769780.0,,,,,0.20456069751844108,2.3100000000000023,,,
2025-04-15 11:00:00,SBER,298.74,298.95,299.32,298.12,2138510.0,638884721.9000001,2025-04-15 11:59:59,,297.52984794896366,,297.0302572494999,0.047958575802010954,0.23643829943329114,,9908290.0,,,,,0.046852514976070125,2.4399999999999977,,,
2025-04-15 12:00:00,SBER,298.99,298.59,300.0,298.48,2152770.0,644649474.6999999,2025-04-15 12:59:59,297.339,297.7226028673339,,297.0914236318725,0.10958093327422849,0.2464894298888701,,7755520.0,,,,,-0.12042147516307944,1.7199999999999704,,,
2025-04-15 13:00:00,SBER,298.61,297.87,298.75,297.55,1231140.0,367102178.0000002,2025-04-15 13:59:59,297.434,297.7494023460004,,297.1219560384657,0.15781097180329032,0.19292015411624727,,6524380.0,,,,,-0.24113332663517895,2.069999999999993,0.32817406665444887,,
2025-04-15 14:00:00,SBER,297.86,297.54,298.24,296.73,1918790.0,570669389.1000001,2025-04-15 14:59:59,297.564,297.7113291921821,,297.1383499193102,0.1894940255634911,0.12673221504080306,,4605590.0,,,,,-0.11078658475173198,-0.6599999999999682,0.3197293129840823,,
2025-04-15 15:00:00,SBER,297.59,298.38,298.78,296.11,2010350.0,598157489.5000001,2025-04-15 15:59:59,297.752,297.83290570269446,,297.1870420793373,0.22211468599380202,0.13048264172124358,,6615940.0,,,,,0.282314982859444,-0.4300000000000068,0.32847047435066745,,
2025-04-15 16:00:00,SBER,298.37,298.16,298.9,297.8,867900.0,258972435.0,2025-04-15 16:59:59,297.91700000000003,297.89237739311363,,297.2251972919123,0.24959677538910255,0.10992835758120209,1.4364285714285603,5748040.0,,,-43.53612167300319,,-0.07373148334337554,-0.7899999999999636,0.3309398729805662,,
2025-04-15 17:00:00,SBER,298.18,297.95,298.85,297.5,1735470.0,517755414.6999999,2025-04-15 17:59:59,298.025,297.9028542307293,,297.25362092752357,0.26849814258244603,0.07560546877337376,1.404999999999989,4012570.0,,,-51.546391752577684,,-0.0704319828280231,-0.6399999999999864,0.33228445225737974,,56.27283800243595
2025-04-15 18:00:00,SBER,298.0,297.2,298.1,297.0,764820.0,227471352.7,2025-04-15 18:50:39,298.16499999999996,297.77506255241485,,297.2515181460521,0.2684526648901635,-0.0001819107691301003,1.415714285714277,3247750.0,,,-67.01030927835099,,-0.25172008726296324,-0.6700000000000159,0.31937194811766606,,55.797101449275296
2025-04-15 19:00:00,SBER,297.2,297.41,297.83,296.5,602850.0,179148753.0,2025-04-15 19:59:59,298.086,297.7086875428849,,297.25773312071675,0.25927262532549183,-0.03672015825868674,1.4571428571428473,3850600.0,,,-62.68041237113371,,0.07065948855990989,-0.12999999999999545,0.17652636525099136,,55.52855407047406
2025-04-15 20:00:00,SBER,297.43,297.92,298.09,297.01,596440.0,177551606.79999998,2025-04-15 20:59:59,297.997,297.7471079896331,,297.2837043708847,0.252394269566524,-0.027513423035871565,1.5335714285714184,4447040.0,,,-52.164948453608055,,0.1714804478665677,-0.45999999999997954,0.17196882564337926,,58.07560137457063
2025-04-15 21:00:00,SBER,297.92,298.09,298.1,297.6,210490.0,62706050.2,2025-04-15 21:59:59,297.91099999999994,297.80945199151796,,297.3153238073206,0.2494561325185725,-0.011752548191806184,1.5364285714285626,4657530.0,,,-48.65979381443361,,0.057062298603627326,-0.07000000000005002,0.17250323972171047,,57.142857142857046
2025-04-15 22:00:00,SBER,298.09,298.14,298.47,297.93,406920.0,121340446.9,2025-04-15 22:59:59,297.86600000000004,297.86955162942377,,297.3476640501708,0.24937083003497806,-0.0003412099343776953,1.4842857142857082,5064450.0,298.0237842982739,0.8903214972250264,-49.677419354839,,0.016773457680563375,0.18999999999999773,0.16983032415011412,0.31238808531022894,65.55851063829786
2025-04-15 23:00:00,SBER,298.17,297.99,298.29,297.95,451480.0,134615643.20000002,2025-04-15 23:59:54,297.878,297.89145133316487,,297.37285369526217,0.24811657172753146,-0.005017033229786444,1.2764285714285677,4612970.0,298.09194145003755,0.8792305248280677,-56.68202764976944,,-0.05031193399073208,0.7900000000000205,0.15130242997228774,0.3544843868816908,48.00759013282749
2025-04-16 06:00:00,SBER,298.0,298.0,298.0,298.0,20410.0,6082180.0,2025-04-16 06:59:59,297.924,297.9111874544076,,297.39744766799697,0.24578942115292288,-0.009308602298434415,1.1035714285714238,4633380.0,298.12411783281505,0.8158392514524567,-51.41388174807216,,0.0033558173093029,0.589999999999975,0.14587801622142557,0.016316924071939968,41.327623126338125
2025-04-16 07:00:00,SBER,298.09,298.0,298.31,297.51,333610.0,99319042.5,2025-04-16 07:59:59,297.886,297.9273351899698,,297.4210771712128,0.24235159176030432,-0.013751317570474236,1.0749999999999968,4633380.0,298.17680598617056,0.7626746564420105,-51.41388174807216,,0.0,0.07999999999998408,0.11186741439794279,0.27108736007748835,39.51434878587189
2025-04-16 08:00:00,SBER,298.0,297.36,298.14,296.82,640460.0,190452952.1,2025-04-16 08:59:59,297.806,297.82418333724803,,297.41868198802797,0.22763463258834826,-0.05886783668782436,1.0607142857142833,3992920.0,298.1589278077843,0.7075850330153727,-55.19713261648687,,-0.21476510067113264,-0.7299999999999613,0.1281271578536708,0.5074797520364838,37.21413721413732
2025-04-16 09:00:00,SBER,297.43,296.36,297.44,296.18,1557630.0,462077230.2,2025-04-16 09:59:59,297.64700000000005,297.5579681850211,,297.377165047321,0.1901463793743462,-0.14995301285600837,1.0649999999999977,2435290.0,298.09374722395836,0.7529339105686517,-91.03942652329738,,-0.3362927091740686,-1.7799999999999727,0.16144085840047842,1.1821734769734482,35.16699410609023
2025-04-16 10:00:00,SBER,296.35,297.03,297.38,296.06,1880430.0,557738209.1,2025-04-16 10:59:59,297.63,297.4619739695627,,297.3635507317398,0.15060679301614543,-0.15815834543280305,1.0514285714285694,4315720.0,298.06746647621094,0.6155859425227226,-65.84507042253595,,0.22607639357536957,-0.9600000000000364,0.16683075656548516,1.3725295555553934,45.303867403314385
2025-04-16 11:00:00,SBER,296.99,297.89,299.11,296.1,3567370.0,1062582918.0,2025-04-16 11:59:59,297.678,297.53979688418764,,297.38419580108337,0.12523173561194803,-0.10150022961678964,1.0757142857142858,7883090.0,298.0601385561976,0.6114572756947174,-40.000000000000746,,0.2895330438003052,-0.11000000000001364,0.1906096308114002,2.539811708905257,45.504587155963165
2025-04-16 12:00:00,SBER,297.96,298.3,299.49,297.76,2073380.0,619429812.9000001,2025-04-16 12:59:59,297.716,297.67801563251714,,297.420109691237,0.11632081506709285,-0.035643682179420766,1.1207142857142895,9956470.0,297.8922884767379,0.5805738993716268,-34.69387755102027,,0.13763469737151368,0.30000000000001137,0.18782801486454972,1.6480758882120978,51.24113475177293
2025-04-16 13:00:00,SBER,298.3,298.47,299.3,298.2,1191260.0,355910038.30000013,2025-04-16 13:59:59,297.754,297.8220127902413,,297.4612818602081,0.12064355376732717,0.017290954800937217,1.1028571428571468,11147730.0,297.8500216101146,0.5416045848363729,-29.737609329445476,,0.05698960777740236,1.1100000000000136,0.1878261175302052,0.9839443924313114,54.64285714285752
2025-04-16 14:00:00,SBER,298.47,299.04,299.5,298.01,1404330.0,419773663.3000002,2025-04-16 14:59:59,297.844,298.0434650101974,,297.52319237549403,0.1418533346294373,0.08483912344844044,1.1307142857142887,12552060.0,297.8022250921529,0.5825307762368949,-13.372093023255228,,0.19097396723288806,2.680000000000007,0.1961203826912858,1.1969301353943422,66.97416974169784
2025-04-16 15:00:00,SBER,299.07,298.8,299.26,298.05,1042710.0,311452406.79999995,2025-04-16 15:59:59,297.925,298.18101682652514,,297.5732632627296,0.16838336232929624,0.10612011079943567,1.1221428571428598,11509350.0,297.82913314230154,0.6197221363771089,-20.34883720930201,,-0.08025682182986049,1.7700000000000387,0.1977104668860879,0.8959105730524851,62.75229357798169
