Date,ticker,Open,Close,High,Low,Volume,value,end,SMA_10,EMA_10,SMA_50,EMA_50,MACD_signal,MACD_diff,ATR_14,OBV,VWAP,rolling_std_20,Williams_%R_hourly,Price_deviation_SMA50_hourly,HourlyReturn,Momentum_5_hourly,RollingVol_10_hourly,RelativeVolume_hourly,RSI
2025-04-14 21:00:00,GAZP,131.13,132.16,132.29,130.66,3586060.0,471642049.7000002,2025-04-14 21:59:59,,132.16,,132.16,0.0,0.0,,0.0,,,,,,,,,
2025-04-14 22:00:00,GAZP,132.16,131.93,132.16,131.65,916510.0,120811411.90000004,2025-04-14 22:59:59,,132.1181818181818,,132.15098039215687,-0.003669515669514567,-0.014678062678058268,,-916510.0,,,,,-0.1740314769975715,,,,
2025-04-14 23:00:00,GAZP,131.91,132.05,132.4,131.5,1322910.0,174723326.49999988,2025-04-14 23:59:54,,132.1057851239669,,132.14702037677816,-0.007523757112363683,-0.015416965771396462,,406400.0,,,,,0.09095732585462368,,,,
2025-04-15 06:00:00,GAZP,132.0,132.0,132.0,132.0,19610.0,2588520.0,2025-04-15 06:59:59,,132.08655146506382,,132.14125487180647,-0.012072308019302229,-0.018194203627754174,,386790.0,,,,,-0.03786444528588451,,,,
2025-04-15 07:00:00,GAZP,132.01,132.25,132.88,131.78,2090870.0,276805216.69999987,2025-04-15 07:59:59,,132.11626938050676,,132.1455193866376,-0.012801476872092965,-0.0029166754111629393,,2477660.0,,,,,0.18939393939394478,,,,
2025-04-15 08:00:00,GAZP,132.23,131.59,132.65,131.39,1559340.0,205731573.0999999,2025-04-15 08:59:59,,132.02058403859644,,132.1237343126518,-0.021599244185564342,-0.0351910692538855,,918320.0,,,,,-0.49905482041587845,-0.5699999999999932,,,
2025-04-15 09:00:00,GAZP,131.59,133.1,133.94,131.57,8512220.0,1131553215.1999996,2025-04-15 09:59:59,,132.21684148612434,,132.16201924156744,-0.010852662061527938,0.042986328496145615,,9430540.0,,,,,1.1475036096967761,1.1699999999999875,,,
2025-04-15 10:00:00,GAZP,133.12,133.07,134.3,132.95,9878640.0,1321138395.2000003,2025-04-15 10:59:59,,132.3719612159199,,132.19762633013343,0.01112668899362121,0.0879174042205966,,-448100.0,,,,,-0.02253944402704766,1.0199999999999818,,,
2025-04-15 11:00:00,GAZP,133.08,132.66,133.52,132.31,6247050.0,829648421.4,2025-04-15 11:59:59,,132.42433190393444,,132.21575863091252,0.03242765758219617,0.08520387435429982,,-6695150.0,,,,,-0.3081085143157747,0.6599999999999966,,,
2025-04-15 12:00:00,GAZP,132.67,131.84,133.14,131.8,6183320.0,819393948.5,2025-04-15 12:59:59,132.26500000000001,132.31808973958272,,132.20102299832772,0.03903026693789626,0.02641043742280034,,-12878470.0,,,,,-0.6181215136438989,-0.4099999999999966,,,
2025-04-15 13:00:00,GAZP,131.84,131.54,132.16,131.2,6341720.0,834974924.3999997,2025-04-15 13:59:59,132.203,132.17661887784038,,132.17510052780506,0.031198827128557233,-0.031325759237356116,,-19220190.0,,,,,-0.22754854368932653,-0.05000000000001137,0.4887477803896919,,
2025-04-15 14:00:00,GAZP,131.54,130.27,131.62,129.74,10511750.0,1371028811.4,2025-04-15 14:59:59,132.037,131.82996090005122,,132.10039070318527,-0.005602274747791314,-0.14720440750539418,,-29731940.0,,,,,-0.9654857837919861,-2.829999999999984,0.569247492351712,,
2025-04-15 15:00:00,GAZP,130.27,131.14,131.45,129.76,8784980.0,1148170665.8999994,2025-04-15 15:59:59,131.94599999999997,131.70451346367827,,132.0627283226682,-0.0447387144031133,-0.15654575862128792,,-20946960.0,,,,,0.6678437092192846,-1.9300000000000068,0.6204987535209345,,
